Case Numbers,Total Records by Case,Project Name,Net Units,Block Lot,Min Filed,Max Action,Allowed Height,Plan Area,Case Decision Date,Case Decision,Q4 Report Status,Last Planning Suffix,Last Planning Action,Days,EP Complete,EP Interim,EP Open,Cat Ex 32,CPE,Neg Dec,EIR,E,C,V,X,D,A,R,Total,Diff,Multiple,Cancelled Planning,Cancelled BP,In Current Planning,BP Reinstated,BP Issued,Occupancy Permit,Planning Approved,Case # in Q4 Report,Blocklot in Q4 Report,In Q4 Report,Possibly Missing Data,Final Status,Case Year,Filing Year,Action Year,Should Be,Reason,Project Size Class
2013.1522,1,24 ord ct,1,2619066,10/18/2013,,40,0,,,BP Filed,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Small
2013.1528,2,429 grand view av,1,2807040,10/21/2013,3/4/2014,40,0,,,PL Filed,E,EP Complete,134,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2013,2013,2014,,,Small
2013.1557,1,1912 20th st,2,4071014,10/25/2013,2/13/2014,40,1,,,PL Filed,E,EP Complete,111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2014,,,Small
2013.1573,1,858 florida st,1,4085010,10/28/2013,10/29/2013,40,1,,,PL Filed,E,EP Complete,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2013,,,Small
2013.1576,1,143 laidley st,1,6664026,10/29/2013,,40,0,,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Small
2013.1609,1,908 broadway,5,0149010,4/17/2014,,40,0,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Small
2005.0103,1,783 47th av,1,#N/A,2/1/2005,12/7/2007,#N/A,#N/A,12/7/2007,Approved,0,V,Approved,1039,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2005,2005,2007,,,Small
2013.1631,1,2123 & 2127 castro street,1,#N/A,11/8/2013,2/20/2014,#N/A,#N/A,2/20/2014,Approved,0,D,Approved,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2013,2013,2014,,,Small
2013.1666,1,946 rhode island st,2,#N/A,11/14/2013,,#N/A,#N/A,,,BP Filed,D,No Action/Open,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Open,2013,2013,,,,Small
2013.1671,2,580 de haro street,1,4008003,2/3/2014,,40,1,1/17/2014,,0,C,No Action/Open,-1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Small
2013.1690,1,1075 market st,90,3703062,2/12/2014,,90,0,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Large
2006.0863,1,783 47th av,1,1597016,1/12/2007,1/12/2007,40,0,,,0,E,EP Complete,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,Approved,2006,2007,2007,,,Small
2013.1748,2,2582 filbert st,1,0944030,11/27/2013,1/8/2014,40,0,,,PL Filed,E,EP Complete,42,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2014,,,Small
2002.0376,2,8 washington street,120,#N/A,4/10/2002,1/3/2007,#N/A,#N/A,,,0,E,Cancelled,1729,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2002,2002,2007,,,Large
2013.1757,1,240 pacific av,31,0166003,3/18/2014,,84,0,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Medium
2007.0030,4,8 washington street,170,0168058,1/3/2007,6/22/2012,275,0,6/19/2012,Approved,PL Approved,E,EP Complete,1997,1,0,0,0,0,0,0,1,2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,1,0,1,0,Approved,2007,2007,2012,,,Large
2013.1792,1,1375 evans av,1,5237013,12/9/2013,,40,0,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Open,2013,2013,,,,Small
2013.1853,2,811 treat av,2,3613053,12/19/2013,,40,1,,,PL Filed,V,No Action/Open,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,1,0,Open,2013,2013,,,,Small
2013.1862,1,538 duncan street,1,6590015,12/20/2013,3/17/2014,40,0,3/17/2014,Cancelled,0,V,Cancelled,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2013,2013,2014,,,Small
2014.0001,1,2881 mission st,2,6517022,1/2/2014,,80,1,,,0,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2014.0008,1,33 norfolk st,11,#N/A,4/17/2014,,#N/A,#N/A,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Medium
2014.0011,1,1298 howard street,121,#N/A,3/19/2014,,#N/A,#N/A,2/28/2014,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Large
2014.0015,1,174 27th st,1,#N/A,1/3/2014,,#N/A,#N/A,,,0,D,No Action/Open,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2014.0016,1,132 corbett av,1,2652010,1/3/2014,,40,0,,,0,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2014.0020,2,802-808 steiner st,8,0798055,1/3/2014,2/13/2014,40,0,,,0,E,EP Complete,41,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,Cancelled,2014,2014,2014,,,Small
2014.0059,1,1763 11th av,1,2038A013,1/8/2014,2/13/2014,40,0,,,BP Filed,E,EP Complete,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2014,2014,2014,,,Small
2014.0105,1,23 canyon dr,1,6435012,1/16/2014,4/15/2014,40,0,,,BP Filed,E,EP Complete,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2014,2014,2014,,,Small
2014.0146,2,1525-1551 shotwell st,1,#N/A,1/24/2014,,#N/A,#N/A,,,0,D,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2014.0175,1,2938 23rd st,1,4149019,1/31/2014,,40,1,,,0,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2014.0177,3,53 states street,1,2623074,1/31/2014,5/28/2014,40,0,,,0,E,EP Interim,117,1,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,2014,,,Small
2014.0226,1,1631 mcallister st,4,1179024A,2/12/2014,2/20/2014,40,0,,,BP Filed,E,EP Complete,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2014,2014,2014,,,Small
2014.0241,1,1028 market st,186,0350002,4/29/2014,,120,0,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Large
2014.0243,1,3927-3931 19th st,3,3601071,2/14/2014,,40,0,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2014.0271,2,42 homestead st,1,6503006,2/19/2014,4/16/2014,40,0,,,BP Filed,E,EP Interim,56,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2014,2014,2014,,,Small
2008.0315,2,829 corbett avenue,3,#N/A,3/13/2008,9/17/2009,#N/A,#N/A,9/17/2009,Approved,0,D,Approved,553,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2008,2008,2009,,,Small
2009.0062,1,829 corbett avenue,4,#N/A,1/26/2009,9/17/2009,#N/A,#N/A,1/24/2011,Approved,0,D,Approved,234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2014.0445,4,259 roosevelt wy,1,#N/A,3/27/2014,5/28/2014,#N/A,#N/A,,,0,E,EP Interim,62,2,1,0,0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,2014,,,Small
2014.0486,1,807 bosworth st,1,6758032,4/3/2014,,40,0,,,0,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2014.0543,2,4621 19th st,1,2701A019,4/14/2014,5/23/2014,40,0,,,BP Filed,E,EP Interim,39,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2014,2014,2014,,,Small
2014.0554,3,201 russia av,1,#N/A,4/15/2014,5/27/2014,#N/A,#N/A,,,0,E,EP Complete,42,1,1,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,2014,,,Small
2008.0040,1,86 stanton st,1,2716013,1/10/2008,10/11/2011,40,0,,,0,E,Cancelled,1370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2008,2008,2011,,,Small
2014.0332,1,86 stanton st,1,2716013,3/4/2014,,40,0,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2014.0681,1,34 langton st,5,#N/A,5/6/2014,5/7/2014,#N/A,#N/A,,,0,E,EP Complete,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2014,2014,2014,,,Small
2014.0705,1,1051 mississippi st,1,#N/A,5/8/2014,,#N/A,#N/A,,,0,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2006.0241,3,935 folsom st,69,3753140,2/15/2006,6/7/2010,85,1,,Withdrawn,PL Filed,C,Withdrawn,1573,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2006,2006,2010,,,Large
2010.0275,2,935 folsom st,13,3722027,4/19/2010,11/10/2011,500,1,1/24/2012,Approved,PL Approved,E,Approved,570,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,1,0,Approved,2010,2010,2011,,,Medium
2014.0795,1,431 - 433 02nd ave,1,#N/A,5/27/2014,,#N/A,#N/A,,,0,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2014.0808,1,727 natoma st,6,#N/A,5/29/2014,,#N/A,#N/A,,,0,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2014.0863,1,3198 market st,2,#N/A,6/6/2014,,#N/A,#N/A,,,0,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2014.0864,1,701 taraval st,3,#N/A,6/6/2014,,#N/A,#N/A,,,0,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
