"","Case.Numbers","Total.Records.by.Case","Project.Name","Net.Units","Block.Lot","Min.Filed","Max.Action","Allowed.Height","Plan.Area","Case.Decision.Date","Case.Decision","Q4.Report.Status","Last.Planning.Suffix","Last.Planning.Action","Days","ER.Complete","ER.Interim","ER.Open","C","V","X","D","BP","R","Total","Diff","Multiple","Cancelled.Planning","Cancelled.BP","In.Current.Planning","BP.Reinstated","BP.Issued","Occupancy.Permit","Planning.Approved","Case...in.Q4.Report","Blocklot.in.Q4.Report","In.Q4.Report","Missing.Data","Case.Year","Filing.Year","Action.Year","Notes","More","Manual.Exclusion","QC.Check.Against.Quarterly","Possible.False.Negative","Reason","Should.Be","Possible.False.Positive","Overriden.Date","unitgrp","hgrp1","hgrp2","M","ydiff","unitgrp2"
"286",2010.096,2,"1246-1248 sanchez street",2,"6548006","10/20/10 0:00","2/23/11 0:00",40,"FALSE","12/16/11","Approved","0","E","ER Complete",126,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"287",2010.0832,2,"2317 15th street",1,"2613020","9/16/10 0:00","2/22/11 0:00",40,"FALSE","2/22/11","Approved","BP Filed","V","Approved",159,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"288",2009.1029,4,"1268 lombard street",4,"500015","11/3/09 0:00","2/17/11 0:00",40,"FALSE","2/17/11","Approved","0","C","Approved",471,1,0,0,"TRUE","FALSE","FALSE","FALSE",2,"FALSE",4,0,0,0,1,0,0,0,1,1,0,0,0,0,2009,2009,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",2,"0"
"289",2009.117,6,"37 - 39 lloyd street (aka 35 lloyd",2,"1260035","12/28/09 0:00","2/16/11 0:00",40,"FALSE","2/16/11","Approved","CONSTRUCTION","V","Approved",415,1,0,0,"FALSE","TRUE","FALSE","TRUE",1,"FALSE",6,0,0,0,0,0,0,0,1,1,1,1,1,0,2009,2009,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",2,"0"
"290",2010.0457,1,"441 linden st",2,"818049","6/15/10 0:00","2/16/11 0:00",40,"TRUE","","","BP ISSUED","E","ER Complete",246,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,2,1,1,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"291",2010.0804,2,"2949 pacific av",1,"976024","9/14/10 0:00","2/16/11 0:00",40,"FALSE","2/16/11","Approved","0","V","Approved",155,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"292",2010.1013,1,"7327 geary bl",1,"1507038","11/9/10 0:00","2/16/11 0:00",40,"FALSE","12/15/11","Approved","0","E","ER Complete",99,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,2010,2011,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"295",2010.0994,2,"226 cabrillo st",1,"1641026","11/12/10 0:00","1/31/11 0:00",40,"FALSE","1/31/11","Approved","0","D","Approved",80,0,0,0,"FALSE","FALSE","FALSE","TRUE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"297",2007.1156,3,"350 linden st",6,"817069","10/10/07 0:00","1/24/11 0:00",40,"TRUE","1/24/11","Approved","CONSTRUCTION","V","Approved",1202,1,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,1,0,1,1,1,1,0,2007,2007,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",4,"0"
"298",2010.0786,2,"1812 taylor st",1,"119025","9/8/10 0:00","1/24/11 0:00",40,"FALSE","1/24/11","Approved","BP ISSUED","V","Approved",138,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,0,2010,2010,2011,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"299",2009.0765,5,"374 - 05th st",47,"3753008","8/19/09 0:00","12/20/10 0:00",85,"TRUE","","CEQA","PL Approved","V","Approved",488,1,0,0,"FALSE","TRUE","FALSE","TRUE",1,"FALSE",5,0,0,0,0,0,0,0,1,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"2","2","2","FALSE",1,"1"
"300",2006.0054,3,"2652 harrison street",30,"3639002","1/11/06 0:00","12/16/10 0:00",40,"TRUE","4/11/13","Approved","0","C","Approved",1800,0,1,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,1,1,0,0,0,0,2006,2006,2010,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",4,"1"
"301",2008.055,4,"2001 market street",69,"3535001","5/8/08 0:00","12/16/10 0:00",85,"FALSE","11/15/12","Approved","0","C","Approved",952,0,1,0,"TRUE","FALSE","FALSE","FALSE",2,"FALSE",4,0,0,0,1,0,0,1,0,1,0,0,0,0,2008,2008,2010,"Missing, approved for building alterations end of december","",NA,0,NA,"","",NA,NA,"3","2","2","FALSE",2,"1"
"302",2010.0733,1,"591 naples street",1,"6090015A","8/25/10 0:00","12/16/10 0:00",40,"FALSE","","","0","E","ER Complete",113,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,2010,2010,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"303",2010.0318,1,"988 - 990 guerrero street",1,"3618071","8/3/10 0:00","12/7/10 0:00",40,"FALSE","12/7/10","Approved","CONSTRUCTION","V","Approved",126,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"304",2010.0597,3,"2151 green st",1,"557061","7/20/10 0:00","12/6/10 0:00",40,"FALSE","","","0","E","ER Interim",139,0,2,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",3,0,1,0,0,0,0,0,1,1,0,0,0,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","TRUE",0,"0"
"305",2009.0335,3,"1527 filbert st --  2559 van ness",27,"527051","4/24/09 0:00","12/3/10 0:00",65,"FALSE","11/15/10","Approved","0","V","Approved",588,0,1,0,"TRUE","TRUE","FALSE","FALSE",0,"FALSE",3,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,2009,2010,"","",NA,1,NA,"","",NA,NA,"2","2","1","FALSE",1,"1"
"306",2010.0518,2,"500 capp st",1,"3610032","7/1/10 0:00","11/30/10 0:00",55,"TRUE","10/28/10","Approved","PL Filed","V","Approved",152,0,0,0,"TRUE","TRUE","FALSE","FALSE",0,"FALSE",2,0,1,0,0,0,0,0,0,1,0,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","TRUE",0,"0"
"308",2010.0516,3,"2695 sacramento st",1,"0634016A","6/30/10 0:00","11/29/10 0:00",40,"FALSE","11/29/10","Approved","PL Approved","V","Approved",152,0,0,0,"FALSE","TRUE","FALSE","FALSE",2,"FALSE",3,0,0,0,0,0,0,1,1,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"309",2010.0128,1,"36 - 38 harriet st",23,"3731101","10/13/10 0:00","11/10/10 0:00",45,"TRUE","","Approved","PL Approved","E","ER Complete",28,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",0,"1"
"311",2009.061,3,"3418 26th st",12,"6529012","7/7/09","11/8/10 0:00",55,"FALSE","","CEQA","CONSTRUCTION","E","ER Complete",489,1,0,0,"FALSE","FALSE","FALSE","FALSE",2,"FALSE",3,0,1,0,0,0,0,2,0,1,0,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,1,"2","1","1","TRUE",1,"1"
"312",2007.0519,5,"1645-1661 pacific av",38,"595013","6/1/07 0:00","11/4/10 0:00",65,"FALSE","11/4/10","Approved","CONSTRUCTION","C","Approved",1252,0,1,1,"TRUE","FALSE","FALSE","FALSE",2,"FALSE",5,0,0,0,0,0,0,2,0,1,1,1,1,0,2007,2007,2010,"","",NA,0,NA,"","",NA,NA,"2","2","1","FALSE",3,"1"
"313",2007.1117,4,"1731 powell st",15,"101004","9/25/07","10/28/10 0:00",40,"FALSE","1/8/09","Approved","BP APPROVED","C","Approved",1129,0,0,0,"TRUE","TRUE","FALSE","FALSE",1,"FALSE",4,0,0,0,0,0,0,0,0,1,1,1,1,0,2007,2007,2010,"","",NA,0,NA,"","",NA,1,"2","1","1","FALSE",3,"1"
"314",2008.1273,3,"25 balboa st",1,"1643051","11/5/08 0:00","10/22/10 0:00",40,"FALSE","1/12/09","Approved","PL Approved","V","Approved",716,1,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,1,1,1,1,1,0,2008,2008,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",2,"0"
"315",2010.0636,1,"622 27th av",1,"1569031","8/2/10 0:00","10/22/10 0:00",40,"FALSE","5/10/12","Approved","PL Approved","E","ER Complete",81,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"316",2009.0909,3,"253 parker av",1,"1086006","9/28/09 0:00","10/21/10 0:00",40,"FALSE","10/21/10","Approved","CONSTRUCTION","D","Approved",388,1,0,0,"FALSE","FALSE","FALSE","TRUE",1,"FALSE",3,0,0,0,0,0,0,1,0,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"317",2010.0231,2,"2207 25th st",1,"4282A023","4/1/10 0:00","10/13/10 0:00",40,"TRUE","10/13/10","Approved","CONSTRUCTION","V","Approved",195,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"320",2008.0797,4,"235 broadway",61,"165021","7/2/08 0:00","10/12/10 0:00",65,"FALSE","7/22/10","Approved","CONSTRUCTION","V","Approved",832,0,1,0,"TRUE","TRUE","FALSE","FALSE",1,"FALSE",4,0,0,0,0,0,0,1,0,1,1,1,1,0,2008,2008,2010,"","",NA,0,NA,"","",NA,NA,"3","2","1","FALSE",2,"1"
"321",2009.0875,1,"4563-4563 mission street",2,"6014032","9/17/09 0:00","10/7/10 0:00",40,"FALSE","10/7/10","Approved","PL Approved","C","Approved",385,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"322",2010.0045,4,"300 randolph street",8,"7088056","1/21/10 0:00","9/30/10 0:00",40,"FALSE","9/30/10","Approved","0","C","Approved",252,0,0,0,"TRUE","FALSE","FALSE","FALSE",3,"FALSE",4,0,0,0,3,0,0,0,0,1,0,0,0,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"323",2010.0603,3,"2034 clement st",3,"1412019","7/20/10 0:00","9/30/10 0:00",40,"FALSE","","CEQA","CONSTRUCTION","E","ER Complete",72,1,0,0,"FALSE","FALSE","FALSE","FALSE",2,"FALSE",3,0,0,0,0,0,1,1,0,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"325",2009.0102,2,"1966 great highway",2,"2086007A","2/5/09 0:00","9/21/10 0:00",40,"FALSE","9/21/10","Approved","BP Filed","V","Approved",593,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"326",2010.0621,4,"314 randolph st",8,"7088051","7/26/10 0:00","8/23/10 0:00",40,"FALSE","","CEQA","BP APPROVED","E","ER Complete",28,1,0,0,"FALSE","FALSE","FALSE","FALSE",3,"FALSE",4,0,0,0,2,0,0,1,0,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"327",2010.0698,2,"173 marston st (aka 324 havelock st",1,"3185023","8/17/10 0:00","8/19/10 0:00",40,"FALSE","","CEQA","PL Approved","E","ER Complete",2,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"328",2008.043,5,"2299 market street",18,"3564091","4/14/08 0:00","8/16/10 0:00",50,"FALSE","8/6/12","Approved","PL Approved","V","Approved",854,0,1,0,"FALSE","TRUE","FALSE","TRUE",2,"FALSE",5,0,0,1,0,0,0,0,2,1,1,1,1,0,2008,2008,2010,"Missing but shouldn't be, currently slated for October 2014 opening based on leasing site","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",2,"1"
"329",2009.1095,2,"80 julian av",8,"3547027","11/30/09 0:00","8/5/10 0:00",45,"TRUE","8/5/10","Approved","BP ISSUED","C","Approved",248,0,0,0,"TRUE","TRUE","FALSE","FALSE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"330",2010.0576,1,"424 & 432 octavia blvd (lots k & l)",1,"817033","7/13/10 0:00","8/4/10 0:00",50,"TRUE","","CEQA","0","E","ER Complete",22,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,2010,2010,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"331",2005.099,1,"537 natoma st",14,"3726047","10/20/05 0:00","8/3/10 0:00",45,"TRUE","9/14/10","Approved","0","E","ER Complete",1748,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2005,2010,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",5,"1"
"333",2009.1124,4,"136 ord street",1,"2657004","11/20/09 0:00","7/23/10 0:00",40,"FALSE","7/8/10","Approved","0","V","Approved",245,0,0,0,"FALSE","TRUE","FALSE","TRUE",1,"FALSE",4,0,0,0,0,0,0,0,1,1,0,0,0,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"334",2009.1117,2,"1100 ocean avenue",71,"3180001","12/14/09 0:00","7/22/10 0:00",65,"TRUE","7/12/10","CEQA","PL Approved","C","Approved",220,0,0,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"3","2","1","FALSE",1,"1"
"335",2008.0505,4,"1321 de haro street",2,"4218036","5/1/08 0:00","7/20/10 0:00",40,"TRUE","10/15/09","Approved","PL Approved","V","Approved",810,0,0,0,"FALSE","TRUE","FALSE","TRUE",1,"FALSE",4,0,0,0,0,0,0,0,0,1,1,1,1,0,2008,2008,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",2,"0"
"337",2004.0946,3,"1717 17th st",41,"3980007","9/23/04 0:00","7/15/10 0:00",40,"TRUE","7/15/10","Approved","PL Approved","C","Approved",2121,0,1,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,1,1,1,1,1,0,2004,2004,2010,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",6,"1"
"339",2007.1486,1,"890 grove st",1,"797019","12/31/07 0:00","7/9/10 0:00",50,"FALSE","7/9/10","","PL Approved","V","Approved",921,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2007,2007,2010,"","",NA,0,NA,"","",NA,1,"1","1","1","FALSE",3,"0"
"340",2010.0501,1,"3020 laguna st",1,"519029","6/28/10 0:00","7/8/10 0:00",40,"FALSE","","Approved","CONSTRUCTION","E","ER Complete",10,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,1,0,0,0,0,0,0,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","TRUE",0,"0"
"342",2010.0114,2,"1122 page st",1,"1219008","2/23/10 0:00","6/30/10 0:00",40,"FALSE","6/30/10","Approved","PL Approved","V","Approved",127,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"344",2009.0365,2,"4209 24th street",1,"6505047","5/11/09 0:00","6/25/10 0:00",40,"FALSE","6/25/10","Approved","0","V","Approved",410,1,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,2009,2010,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"346",2010.0165,2,"1269 lombard st",1,"501023","3/12/10 0:00","6/24/10 0:00",40,"FALSE","6/24/10","Approved","0","D","Approved",104,0,0,0,"FALSE","FALSE","FALSE","TRUE",1,"FALSE",2,0,1,0,0,0,0,0,1,1,0,0,0,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","TRUE",0,"0"
"347",2006.1348,3,"246 ritch street",19,"3776092","11/8/06 0:00","6/17/10 0:00",55,"TRUE","3/22/13","Approved","CONSTRUCTION","C","Approved",1317,0,1,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,1,1,1,1,1,0,2006,2006,2010,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",4,"1"
"349",2009.0771,4,"149 dore st",4,"3519059","8/20/09 0:00","6/15/10 0:00",50,"TRUE","3/4/10","Approved","0","D","Cancelled",299,0,0,0,"FALSE","TRUE","FALSE","TRUE",2,"FALSE",4,0,0,1,1,0,0,0,1,1,0,0,0,0,2009,2009,2010,"","",NA,0,1,"Withdrawn status unclear","Approved",NA,NA,"1","1","1","FALSE",1,"0"
"350",2009.0827,2,"126 27th av",1,"1332049","9/2/09 0:00","6/10/10 0:00",40,"FALSE","","Approved","BP APPROVED","E","ER Complete",281,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,0,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"351",2010.0384,3,"2192 funston avenue",1,"2205035","5/20/10 0:00","6/10/10 0:00",40,"FALSE","","CEQA","0","E","ER Complete",21,1,0,0,"FALSE","FALSE","FALSE","FALSE",2,"FALSE",3,0,0,0,0,0,0,0,2,1,0,0,0,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"353",2010.0377,1,"520 28th av",2,"1517030","5/26/10 0:00","6/7/10 0:00",40,"FALSE","2/2/12","Approved","BP ISSUED","E","ER Complete",12,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"355",2009.0979,1,"5 dwight st",6,"6122001","10/14/09 0:00","5/27/10 0:00",40,"FALSE","","CEQA","0","E","ER Complete",225,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,2009,2010,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"357",2009.0756,1,"469 raymond av",1,"6244036","8/14/09 0:00","5/21/10 0:00",40,"FALSE","","","BP REINSTATED","E","ER Complete",280,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"358",2007.069,5,"260 05th st",179,"3732008","7/6/07 0:00","5/20/10 0:00",85,"TRUE","5/9/13","Approved","CONSTRUCTION","X","Approved",1049,0,2,0,"TRUE","TRUE","TRUE","FALSE",0,"FALSE",5,0,0,2,0,0,0,0,0,1,1,1,1,0,2007,2007,2010,"","",NA,0,NA,"","",NA,NA,"3","2","2","FALSE",3,"1"
"359",2007.0689,5,"900 folsom st",269,"3732009","7/6/07 0:00","5/20/10 0:00",85,"TRUE","5/9/09","Approved","CONSTRUCTION","X","Approved",1049,0,2,0,"TRUE","TRUE","TRUE","FALSE",0,"FALSE",5,0,0,1,0,1,0,0,0,1,1,1,1,0,2007,2007,2010,"Complete, under new case number","",NA,0,1,"Variance record not closed","Approved",NA,NA,"3","2","2","FALSE",3,"1"
"360",2010.0078,2,"355 capp st",1,"3590056","2/4/10 0:00","5/17/10 0:00",40,"TRUE","5/17/10","Approved","BP Filed","V","Approved",102,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"361",2005.1085,2,"555 fulton st",136,"794015","11/21/05 0:00","5/13/10 0:00",50,"TRUE","5/13/10","Approved","PL Approved","C","Approved",1634,0,1,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2005,2005,2010,"","",NA,0,NA,"","",NA,NA,"3","1","1","FALSE",5,"1"
"362",2009.0112,2,"one capitol avenue",28,"7148040","2/12/09 0:00","5/13/10 0:00",40,"FALSE","5/13/10","Approved","CONSTRUCTION","C","Approved",455,0,1,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",1,"1"
"363",2009.018,2,"411 valencia street",24,"3554027","8/25/09 0:00","5/12/10 0:00",55,"TRUE","10/26/11","Approved","0","E","ER Complete",260,1,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",2,0,0,1,0,0,0,0,0,1,0,0,0,0,2009,2009,2010,"","",NA,1,NA,"","",NA,NA,"2","1","1","FALSE",1,"1"
"364",2009.0871,1,"4563 mission st",2,"6014032","9/17/09 0:00","5/3/10 0:00",40,"FALSE","","CEQA","PL Approved","E","ER Complete",228,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"367",2010.0249,1,"228 sweeny st",1,"5859033","4/12/10 0:00","4/26/10 0:00",40,"FALSE","","CEQA","PL Approved","E","ER Complete",14,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,2,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"368",2008.1398,2,"150 otis st",76,"3513007","7/31/09","4/22/10 0:00",85,"TRUE","5/3/10","Approved","0","R","Approved",265,0,0,0,"FALSE","FALSE","FALSE","FALSE",1,"TRUE",2,0,0,0,0,0,0,0,1,1,0,0,0,1,2008,2009,2010,"","",NA,0,NA,"","",NA,1,"3","2","2","FALSE",1,"1"
"369",2009.1083,2,"1766 oakdale av",1,"5312018","11/19/09 0:00","4/16/10 0:00",40,"FALSE","4/16/10","Approved","PL Approved","V","Approved",148,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"371",2009.0725,3,"134 elsie st",1,"5618011","8/4/09 0:00","4/8/10 0:00",40,"FALSE","4/8/10","Approved","BP APPROVED","V","Approved",247,1,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,1,0,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"372",2009.0412,3,"1338 filbert st",4,"524031","5/21/09 0:00","4/8/10 0:00",40,"FALSE","","Approved","PL Approved","C","Approved",322,1,0,0,"TRUE","TRUE","FALSE","FALSE",0,"FALSE",3,0,0,0,0,0,0,0,0,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"373",2010.0102,2,"1 franklin st",40,"837003","2/19/10 0:00","4/6/10 0:00",85,"TRUE","4/6/10","Approved","BP Filed","V","Approved",46,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,1,0,0,0,0,0,0,1,1,1,1,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"2","2","2","TRUE",0,"1"
"374",2010.0067,2,"322 duncan st",1,"6592016","2/2/10 0:00","3/30/10 0:00",40,"FALSE","12/2/11","Approved","0","E","ER Complete",56,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2010,2010,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"375",2009.0858,1,"910 york st",1,"4144003","9/10/09 0:00","3/26/10 0:00",40,"TRUE","3/26/10","Approved","0","V","Approved",197,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,2009,2010,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"377",2008.0992,2,"200 dolores street/ 1919-23 15th st",10,"3557062","8/19/08 0:00","3/25/10 0:00",40,"TRUE","5/14/12","Approved","BP Filed","C","Approved",583,0,1,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2008,2008,2010,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",2,"1"
"378",2009.0757,2,"500 capp st",1,"3610032","8/14/09 0:00","3/25/10 0:00",55,"TRUE","","CEQA","PL Filed","E","ER Complete",223,2,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",2,0,1,0,0,0,0,0,0,1,1,1,1,0,2009,2009,2010,"","",NA,0,NA,"","",NA,NA,"1","1","1","TRUE",1,"0"
"380",2006.0431,4,"1080 sutter st",35,"279011","3/23/06 0:00","3/12/10 0:00",130,"FALSE","3/12/10","Approved","CONSTRUCTION","V","Approved",1450,0,1,0,"TRUE","TRUE","FALSE","FALSE",1,"FALSE",4,0,0,0,0,0,0,0,1,1,1,1,1,0,2006,2006,2010,"","",NA,0,NA,"","",NA,NA,"2","2","3","FALSE",4,"1"
